##############################################################################################################################################
NUM     NAME              Gl     Gb     P0                   P1              DM          DIST   DIST_DM     AGE    BINARY   PSR               
#                       (deg)  (deg)  (s)                                (cm^#3 pc)     (kpc)  (kpc)       (Yr)   (type)   TYPE               
##############################################################################################################################################
832   J1603-2531       348.38 19.99  0.283070376692        1.59223E-15    53.763       4.60   4.60       2.82e+06 *       *                   
833   B1600-27         347.13 18.77  0.778313192792        3.00939E-15    46.201       2.58   2.58       4.1e+06  *       *                   
834   J1603-3539       341.22 12.53  0.1419085889640       1.2425E-16     77.5         3.83   3.83       1.81e+07 *       *                   
835   J1603-5657       326.88 -3.31  0.49607711306         2.795E-15      264.07       8.52   8.52       2.81e+06 *       *                   

836   J1603-7202       316.63 -14.50 0.01484195224908935   1.56296E-20    38.0471      1.64   1.64       1.5e+10  T2      *                   
837   J1604-44         335.14 5.74   1.4                   *              *            *      *          *        *       *                   
838   J1604-4718       333.40 3.81   0.527465874211        4.961E-15      52.0         1.48   1.48       1.68e+06 *       *                   
839   B1600-49         332.15 2.44   0.327417572788        1.0194E-15     140.8        3.59   3.59       5.09e+06 *       *                   
840   J1604-7203       316.67 -14.55 0.341402932218        8.40E-17       54.370       2.56   2.56       6.44e+07 *       *                   

841   J1605+3249       52.88  47.99  6.88                  *              *            *      *          *        *       XINS,NRAD           
842   J1605-5215       330.20 0.03   1.0136087473          4.75E-15       532          7.06   7.06       3.38e+06 *       *                   
843   B1601-52         329.73 -0.48  0.6580131007          2.56E-16       35.1         1.28   1.28       4.07e+07 *       *                   
844   B1604-00         10.72  35.47  0.42181623358258      3.060926E-16   10.682       0.59   0.59       2.18e+07 *       *                   
845   J1607-5140       330.88 0.21   0.34272279247         2.54E-15       533          7.01   7.01       2.14e+06 *       *                   

846   J1607-6449       321.95 -9.49  0.298116357616        0.0249E-15     89.39        3.82   3.82       1.9e+08  *       *                   
847   J1609-1930       354.07 23.18  1.55791724762         0.509E-15      37           2.33   2.33       4.85e+07 *       *                   
848   J1609-4616       334.76 3.99   0.249608954839        5.01E-16       150.1        4.12   4.12       7.89e+06 *       *                   
849   J1609-5158       330.87 -0.18  1.2794023539          1.296E-14      1069         12.73  12.73      1.56e+06 *       *                   
850   B1607-13         359.43 26.95  1.018392746362        2.2984E-16     49.13        3.89   +3.89      7.02e+07 *       *                   

851   J1610-17         355.61 24.11  *                     *              52.5         4.31   +4.31      *        *       RRAT                
852   J1610-5006       332.28 1.05   0.48111885215         1.3625E-14     416          6.59   6.59       5.59e+05 *       *                   
853   J1610-5303       330.21 -1.06  0.78646802352         2.615E-15      380.1        6.60   6.60       4.77e+06 *       *                   
854   J1611-4811       333.62 2.42   1.296850239           1.95E-15       221          5.41   5.41       1.05e+07 *       *                   
855   J1611-4949       332.59 1.14   0.66643792285         5.4E-16        556.8        8.82   8.82       1.95e+07 *       *                   

856   B1607-52         330.92 -0.48  0.182491659288        5.1658E-15     127.57       3.33   3.33       5.6e+05  *       *                   
857   J1611-5847       326.46 -5.41  0.3545503166464       2.0E-18        79.9         2.33   2.33       2.79e+09 *       *                   
858   J1612+2008       35.52  43.74  0.4266459810253       3.727E-17      19.544       1.43   1.43       1.81e+08 *       *                   
859   J1612-2408       351.01 19.45  0.92383371069         1.5736E-15     49           3.12   3.12       9.3e+06  *       *                   
860   J1612-5136       331.40 -0.19  0.48331051132         3.784E-15      1173         18.18  18.18      2.02e+06 *       *                   

861   J1612-5805       327.01 -4.95  0.61552045802         0.9347E-15     171.3        6.29   6.29       1.04e+07 *       *                   
862   B1609-47         334.57 2.83   0.38237595278         6.32E-16       161.2        3.89   3.89       9.59e+06 *       *                   
863   J1613-5211       331.20 -0.78  0.45750181782         1.9231E-14     360.1        6.14   6.14       3.77e+05 *       *                   
864   J1613-5234       330.96 -1.09  0.65522059567         6.629E-15      624          9.94   9.94       1.57e+06 *       *                   
865   B1612+07         20.63  38.16  1.206801436397        2.35957E-15    21.39        1.51   1.51       8.1e+06  *       *                   

866   J1614-2230       352.64 20.19  0.0031508076534271    9.6216E-21     34.4865      1.77   1.77       5.19e+09 ELL1    HE[aaa+09f]         
867   J1614-23         351.96 19.79  0.0335                *              52           3.88   3.88       *        *       *                   
868   J1614-38         340.63 8.79   0.4641                *              110          4.78   4.78       *        *       *                   
869   J1614-3937       340.00 8.21   0.407292274238        1.5851E-16     152.44       10.10  10.10      4.07e+07 *       *                   
870   B1610-50         332.21 0.17   0.23169383623         4.94943E-13    582.8        7.24   7.24       7.42e+03 *       *                   

871   J1614-5144       331.62 -0.58  1.5340081422          7.44E-15       748          9.56   9.56       3.27e+06 *       *                   
872   J1614-5402       330.04 -2.25  0.57259227192         2.9E-17        300          6.96   6.96       3.13e+08 *       *                   
873   B1612-29         347.39 15.06  2.47756787384         1.58437E-15    44.79        1.88   1.88       2.48e+07 *       *                   
874   J1615-5444       329.58 -2.77  0.360957675308        3.377E-16      312.6        8.40   8.40       1.69e+07 *       *                   
875   B1611-55         329.04 -3.46  0.79152571562         1.9993E-15     124.48       3.57   3.57       6.27e+06 *       *                   

876   J1616-5109       332.23 -0.34  1.2195938825          1.908E-14      1160         18.97  18.97      1.01e+06 *       *                   
877   J1616-5208       331.52 -1.04  1.0258308926          2.891E-14      488          7.38   7.38       5.62e+05 *       *                   
878   J1617-4216       338.52 5.92   3.42846630955         1.8129E-14     163.6        6.28   6.28       3e+06    *       *                   
879   J1617-4608       335.84 3.14   0.567080221721        1.64665E-14    321.5        10.59  10.59      5.46e+05 *       *                   
880   J1617-5055       332.50 -0.28  0.069356847           1.351E-13      467          6.46   6.46       8.13e+03 *       HE[tkt+98]          

881   J1618-39         340.77 7.89   0.011987313           *              117.5        4.76   4.76       *        ELL1    *                   
882   J1618-4723       335.04 2.18   0.20355287786         1.9926E-15     134.7        3.42   3.42       1.62e+06 *       *                   
883   J1619-42         338.93 5.88   1.023152              *              172.0        6.90   6.90       *        *       *                   
884   J1620-4927       333.89 0.41   0.1719346524466       1.048790E-14   *            *      *          2.6e+05  *       NRAD                
885   J1620-5414       330.47 -2.94  1.15636028782         6.7E-17        71           1.73   1.73       2.72e+08 *       *                   

886   J1621-5039       333.08 -0.49  1.08401994353         1.303E-14      261          4.88   4.88       1.32e+06 *       *                   
887   J1621-5243       331.72 -2.04  0.37192413884         7.68E-16       363          7.76   7.76       7.67e+06 *       *                   
888   J1622-3751       342.32 8.42   0.7314627228          2.57E-15       153.8        11.55  11.55      4.51e+06 *       *                   
889   J1622-4332       338.33 4.34   0.91693752262         1.5649E-15     230.68       8.32   8.32       9.28e+06 *       *                   
890   J1622-4347       338.12 4.20   0.457681471040        5.051E-15      177          5.37   5.37       1.44e+06 *       *                   

891   J1622-4802       335.14 1.17   0.26507223569         3.07E-16       364.3        6.00   6.00       1.37e+07 *       *                   
892   J1622-4944       333.91 -0.01  1.0729678942          1.708E-14      755          8.55   8.55       9.95e+05 *       *                   
893   J1622-4950       333.85 -0.10  4.3261                1.7E-11        820          9.14   9.14       4.03e+03 *       *                   
894   J1622-6617       321.98 -11.56 0.023623444739392     5.88E-20       88.024       4.66   4.66       6.36e+09 ELL1    *                   
895   J1623-0841       5.77   27.37  0.503014997755        1.958E-15      60.42        3.83   +3.83      4.07e+06 *       *                   

896   B1620-09         5.30   27.18  1.2764458195155       2.580711E-15   68.183       3.86   +3.86      7.84e+06 *       *                   
897   B1620-26         350.98 15.96  0.0110757509142025    6.7093E-19     62.8633      2.20   3.77       2.62e+08 BT      *                   
